RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7862,15589948,Disher,607,Spain,Male,28,1,1359361,2,1,1,11056014,0
7863,15811343,Cattaneo,644,Germany,Male,35,5,16159111,3,1,1,6379562,0
7864,15659677,Beluchi,746,France,Male,47,8,14238203,1,1,1,6208662,0
7865,15594436,Mazzi,588,Spain,Male,33,2,0,2,1,1,1248356,0
7866,15748995,Ifeajuna,691,Spain,Male,30,9,0,2,0,1,1096304,0
7867,15677062,Howe,666,France,Female,38,6,12704309,1,1,1,8247,0
7868,15697201,Yocum,640,Spain,Female,46,3,0,1,1,1,15626008,0
7869,15666453,Moore,611,Germany,Female,29,4,7888588,2,1,1,2692769,0
7870,15693771,Y?an,651,Spain,Female,45,8,959229,1,1,0,8478242,1
7871,15569867,Chinweuba,529,France,Female,29,8,0,2,1,0,1984211,0
7872,15711602,Lowrie,676,France,Female,36,3,9171159,1,1,1,9539343,0
7873,15717736,Shen,639,Germany,Female,46,10,11003109,2,1,1,13399559,0
7874,15750441,Lavarack,782,France,Male,36,5,8121072,2,0,1,10800338,0
7875,15732791,Davide,641,Germany,Male,32,5,12294792,1,1,1,9915486,0
7876,15775104,Gomes,697,France,Female,38,1,18206585,1,1,0,495035,0
7877,15757607,Matveyeva,623,France,Male,45,0,0,1,1,0,19653372,1
7878,15793070,Fiorentino,494,Spain,Female,41,2,6997466,2,1,0,18842613,1
7879,15760456,Eberechukwu,731,France,Female,38,10,12371173,2,1,0,17134068,1
7880,15665385,Gibney,657,France,Male,44,6,7649504,1,1,0,7907189,0
7881,15612418,Virgo,744,France,Female,38,9,0,2,0,0,2094076,0
7882,15727138,Kulikova,774,Spain,Male,46,9,0,2,1,1,3477426,0
7883,15732061,Liu,850,Germany,Female,45,1,12187489,1,0,0,686541,1
7884,15776051,Kao,551,France,Female,45,6,0,2,1,1,5114343,0
7885,15616530,Foran,638,France,Male,36,6,18845519,1,0,0,470314,1
7886,15632344,Jones,792,France,Female,42,0,9904593,2,1,0,4716001,0
7887,15744979,Fowler,666,France,Female,36,8,0,1,0,1,15866699,0
7888,15745433,Conti,716,Germany,Female,30,2,20577078,2,0,0,6546466,0
7889,15683657,Stephenson,594,France,Female,31,0,7934095,1,1,0,7825586,0
7890,15718572,Willis,600,Germany,Male,57,9,13845603,2,1,1,10354825,0
7891,15665783,Ts'ui,565,France,Male,49,7,0,2,1,1,8960926,0
7892,15652782,Chibuzo,678,Germany,Male,48,2,1010999,2,0,1,19347604,0
7893,15707025,Fang,648,Spain,Female,31,5,0,2,1,1,519902,0
7894,15647807,Wyckoff,642,France,Male,40,8,10921983,1,1,0,5282751,0
7895,15718281,Muir,706,Germany,Male,67,1,12327669,2,1,1,8650788,1
7896,15660571,Halpern,668,Spain,Male,43,10,11303431,1,1,1,10042388,0
7897,15727857,Flynn,635,Spain,Male,41,1,0,2,1,0,1756115,0
7898,15639252,Shao,603,Spain,Male,30,6,1295485,2,1,1,1928285,0
7899,15628144,Soares,635,France,Female,72,4,7481284,1,0,1,2744833,0
7900,15683560,Gallo,642,France,Female,40,7,0,2,1,0,18396334,0
7901,15653275,Lei,785,Spain,Female,54,1,0,2,1,0,4511392,1
7902,15622182,Daniels,628,Germany,Female,28,3,15353813,2,1,0,11077601,0
7903,15613962,Kenechi,499,France,Female,38,9,0,2,0,1,1830422,0
7904,15618437,Singleton,567,Spain,Male,34,10,0,2,0,1,16157179,0
7905,15783338,Williams,449,Spain,Male,32,0,15561936,1,1,1,16669203,0
7906,15764491,Greece,701,Spain,Male,35,10,1596939,2,1,1,7117364,0
7907,15712960,Olisanugo,613,Spain,Male,37,3,17165317,1,0,1,535312,0
7908,15688157,Padovano,683,Germany,Female,39,2,4768547,2,1,1,8601948,0
7909,15579287,Rossi,581,France,Male,35,4,0,2,0,1,8638382,0
7910,15570931,Grant,620,France,Male,61,5,0,1,0,0,3164152,1
7911,15615177,Ebelegbulam,561,Spain,Male,28,6,123692,1,1,1,7054896,0
7912,15809906,Mitchell,558,Germany,Male,26,1,14885329,2,1,1,2441102,0
7913,15652169,Buckley,642,France,Male,35,2,13316195,1,0,1,12225486,0
7914,15649450,Repina,805,Germany,Male,24,6,14322135,2,1,0,18603572,0
7915,15777179,Ellis,687,France,Male,35,9,0,2,0,1,7313382,0
7916,15803538,Douglas,695,Spain,Male,56,1,0,3,1,0,18773449,1
7917,15610936,Becher,562,France,Male,33,6,0,2,1,0,11159035,0
7918,15590094,Nwachukwu,613,Germany,Male,38,9,12626588,2,0,0,1585995,0
7919,15572706,Smith,589,France,Male,37,5,0,1,1,0,6132487,0
7920,15634564,Aksyonov,593,Spain,Male,31,8,11271334,1,1,1,17686889,0
7921,15684296,Artyomova,714,France,Male,34,5,14117303,1,0,1,9889606,0
7922,15702293,Medvedeva,588,Spain,Female,35,7,0,2,1,1,10873915,0
7923,15642099,Tsui,679,Spain,Male,39,6,0,2,1,0,1226606,0
7924,15773273,Runyon,730,Spain,Male,38,5,11886636,1,1,1,1633175,0
7925,15613337,Gallo,833,France,Male,47,2,0,2,1,1,18224777,0
7926,15800482,Bradshaw,586,Spain,Female,33,7,0,2,1,1,1682614,0
7927,15732644,Evans,567,Spain,Female,54,5,9231631,2,1,0,15859066,1
7928,15713426,Hancock,637,Germany,Male,30,1,12218553,1,1,0,10256646,1
7929,15640789,Butler,711,France,Male,38,4,12334585,1,1,0,14182783,0
7930,15598892,Bradshaw,828,France,Male,30,4,7307018,2,0,0,16167115,0
7931,15606436,Bergamaschi,500,Spain,Male,38,7,0,2,0,0,19201323,0
7932,15751227,Ebelegbulam,807,France,Male,47,1,9512059,1,0,0,1278751,0
7933,15812365,Greco,850,France,Male,40,8,10280065,1,1,0,6081156,0
7934,15616088,Lucas,782,France,Female,70,7,9707242,1,0,1,13117722,0
7935,15803886,Barber,629,Spain,Male,31,6,13287655,1,1,1,13086211,0
7936,15587311,Dobbs,582,Spain,Male,33,6,0,2,0,1,7297093,0
7937,15617401,Thomson,468,France,Male,22,2,0,2,1,0,2812399,0
7938,15775886,Su,670,France,Male,36,3,0,1,1,0,14075419,1
7939,15807305,Watkins,805,France,Male,39,2,0,1,0,0,16665032,0
7940,15761717,Ch'ien,720,France,Male,26,10,5196291,2,1,0,4550724,0
7941,15628008,Monds,781,Spain,Female,29,6,9875989,1,0,0,11220264,0
7942,15583755,McClemans,592,Germany,Male,33,2,15657086,1,1,1,371402,0
7943,15661409,Shen,542,France,Female,42,1,0,1,1,1,17825658,1
7944,15774250,Gallo,532,France,Male,42,1,15902471,1,1,0,10098293,1
7945,15681476,Foveaux,520,France,Female,39,1,7349317,1,0,1,10962613,1
7946,15654870,Longo,759,France,Female,45,8,0,2,1,1,9925124,0
7947,15790448,Calabresi,473,France,Female,35,6,6961736,1,1,0,14334569,0
7948,15785326,Randall,639,Spain,Female,35,5,13652626,2,1,0,5965303,0
7949,15592854,Garcia,705,France,Male,25,3,11373627,1,0,1,19686461,0
7950,15617486,Sullivan,530,France,Male,52,1,10672328,1,0,0,1099604,1
7951,15806796,Higgins,516,Germany,Female,33,10,1388479,1,1,1,1272567,0
7952,15644699,Crawford,850,France,Female,40,0,0,2,1,0,109995,0
7953,15622305,Martin,746,Germany,Female,33,2,10786814,2,1,1,1461924,0
7954,15608209,Currey,622,Germany,Male,33,3,9692612,2,1,0,4855377,0
7955,15626898,Teng,743,France,Male,30,7,7759923,1,0,0,1444071,0
7956,15644297,Austin,732,Germany,Male,38,5,17878754,1,1,1,19576053,0
7957,15731569,Hudson,850,France,Male,81,5,0,2,1,1,4482747,0
7958,15582149,Ts'ui,850,Germany,Female,34,3,12966843,2,1,1,8874399,0
7959,15802483,Hancock,686,France,Male,34,6,14617813,2,1,1,8883711,0
7960,15686999,Nicholas,556,France,Female,40,8,0,2,1,0,621127,0
7961,15772479,Napolitano,673,France,Male,37,4,0,2,0,0,16356307,0
7962,15778884,Jamieson,809,France,Female,38,2,15476321,2,1,1,17480031,0
7963,15623630,Foster,634,Germany,Female,56,3,11625124,1,0,1,4242988,1
7964,15774316,Moretti,630,France,Male,37,6,0,2,1,1,8264765,0
7965,15695097,Chiedozie,564,Germany,Female,30,0,10095488,2,0,0,13417515,0
7966,15645404,Okwukwe,625,France,Female,51,4,12462001,2,1,0,9224394,1
7967,15750574,Lumholtz,677,Spain,Female,34,4,0,2,1,1,617553,0
7968,15636812,Rose,583,France,Male,40,9,11270104,1,0,0,2921363,0
7969,15712068,Wan,592,Spain,Male,45,8,846925,1,0,1,6721402,0
7970,15652030,De Bernales,637,Germany,Male,49,2,10820452,1,1,0,16903784,1
7971,15577398,Ch'eng,850,France,Male,30,6,8644939,1,1,1,18880923,0
7972,15756848,Edmondson,633,Spain,Male,42,10,0,1,0,1,7940817,0
7973,15806929,Ch'ien,751,Germany,Male,36,5,7319499,1,1,1,8922266,0
7974,15656005,Millar,592,Germany,Male,31,7,12459323,1,1,0,8607967,0
7975,15722632,Dickson,716,Germany,Male,50,2,11965577,1,1,1,1294417,1
7976,15794356,Toscani,641,Germany,Male,42,3,12176537,2,1,1,16651684,0
7977,15659656,Pan,849,France,Male,35,4,11083773,1,0,0,1264198,0
7978,15588341,Chigozie,647,Spain,Male,47,10,9983517,1,0,1,8910305,0
7979,15709142,Sagese,608,Germany,Female,30,2,9105737,2,1,0,13297317,0
7980,15627042,Reilly,555,France,Female,26,7,0,2,1,0,9312241,0
7981,15627517,Taylor,497,Spain,Male,27,7,14940027,1,0,0,16752219,0
7982,15803032,Yen,599,Germany,Male,38,9,8911163,1,0,0,1572396,0
7983,15665129,Kapustin,545,Germany,Male,33,1,1325279,2,0,1,10742971,0
7984,15628272,Singh,774,France,Female,36,9,11499742,1,1,0,7530409,0
7985,15678206,Yeh,464,France,Male,46,6,16179853,1,1,0,18294447,0
7986,15678427,Genovese,696,Germany,Female,27,2,9612932,2,1,1,59837,0
7987,15678067,Boyle,667,Spain,Male,45,3,0,2,0,0,16365501,0
7988,15793331,Blair,812,France,Male,32,5,13305097,2,1,0,8938592,0
7989,15699532,Okagbue,516,France,Male,51,8,12012435,2,0,1,16877354,0
7990,15605827,Khan,645,France,Male,39,8,0,2,0,0,9686436,0
7991,15643635,Robertson,664,Spain,Male,32,5,13370574,1,0,0,13445584,0
7992,15787710,Tikhonov,427,Spain,Female,39,9,0,2,1,0,2836837,0
7993,15614137,MacDonald,685,France,Female,40,7,0,2,1,0,10389859,0
7994,15754494,Ah Mouy,585,France,Female,33,4,15280505,1,1,0,6323965,0
7995,15713440,Barese,519,Germany,Female,21,1,15170145,3,1,1,17013868,1
7996,15803479,Winter-Irving,708,France,Female,67,1,0,2,0,1,383708,0
7997,15709639,Wilson,717,France,Female,22,5,11246506,1,1,1,9297775,0
7998,15601719,Fiorentino,465,Germany,Male,24,6,15600709,1,1,0,19136837,0
7999,15772482,Iloerika,829,Germany,Male,28,3,13240552,3,1,0,1048892,1
8000,15591489,Davison,826,France,Male,26,5,14266268,1,0,0,602853,0
8001,15629002,Hamilton,747,Germany,Male,36,8,1026033,2,1,1,18069361,0
8002,15798053,Nnachetam,707,Spain,Male,32,9,0,2,1,0,12647579,0
8003,15753895,Blue,590,Spain,Male,37,1,0,2,0,0,13353599,0
8004,15595426,Madukwe,603,Spain,Male,57,6,10500085,2,1,1,8741224,1
8005,15645815,Mills,615,France,Male,45,5,0,2,1,1,16488664,0
8006,15632848,Ferrari,634,France,Female,36,1,6951895,1,1,0,11623839,0
8007,15703068,Nixon,716,Germany,Male,41,8,12614554,2,1,1,13805119,0
8008,15791513,Manfrin,647,France,Male,41,4,13893735,1,1,1,10161764,1
8009,15587210,McCartney,591,Germany,Female,44,10,11358198,1,1,0,198541,0
8010,15793803,Robinson,574,France,Male,34,1,11257239,1,0,0,1656266,0
8011,15787756,Nkemdirim,467,Germany,Male,51,10,11451471,2,1,0,17778468,1
8012,15723437,Sal,701,France,Female,35,2,0,2,1,1,6576522,0
8013,15702715,Kao,747,France,Female,34,10,0,2,1,1,507598,0
8014,15809872,Ikechukwu,650,France,Male,32,2,8490645,1,1,0,16321648,0
8015,15644295,Hargreaves,731,Spain,Female,39,2,12681618,1,1,1,7485093,0
8016,15778694,Sievier,638,Germany,Female,26,1,10524976,2,1,1,2349109,0
8017,15759555,Murphy,569,Spain,Male,41,2,0,2,1,0,13427257,0
8018,15631406,Munro,459,Germany,Male,50,5,1093879,1,1,0,15572115,0
8019,15616676,Donnelly,632,Germany,Male,23,3,12247851,1,1,0,14723077,1
8020,15771154,North,683,France,Female,73,8,13773223,2,1,1,13321044,0
8021,15669491,Cruz,850,France,Female,46,2,15786677,1,1,1,1898612,0
8022,15697691,Sinclair,512,France,Female,41,6,0,1,1,1,10050781,0
8023,15665180,Vasiliev,616,France,Female,31,3,13678914,1,1,0,593464,1
8024,15752588,Vasilyeva,664,France,Male,36,1,0,2,1,1,9537264,0
8025,15743051,Hamilton,694,France,Male,30,10,14468403,1,1,1,3180549,0
8026,15571873,Sung,655,France,Male,24,9,10706531,1,1,1,5195982,0
8027,15679743,Genovesi,607,France,Female,33,8,9130172,1,0,1,13082457,0
8028,15769412,Atkinson,684,Spain,Male,39,4,20703496,2,0,0,15769476,1
8029,15775124,Watterston,763,Spain,Male,37,8,0,2,1,1,93338,0
8030,15732113,Butters,671,Spain,Male,50,8,0,1,0,1,256011,0
8031,15578141,Chien,592,Spain,Male,38,3,0,1,1,1,1290589,1
8032,15595874,Gorbunova,666,Spain,Female,36,6,0,2,1,0,17669287,0
8033,15755642,Bulgakov,667,France,Male,34,5,0,2,1,1,10290863,0
8034,15576526,Steele,850,Spain,Male,36,6,0,2,0,1,4129105,0
8035,15792489,Polyakova,622,Spain,Male,42,9,0,2,1,0,11912706,0
8036,15733705,Bull,577,France,Female,30,8,924721,2,0,1,12643461,0
8037,15807221,Weaver,555,Spain,Male,21,1,0,2,0,0,10390135,0
8038,15573045,Earl,547,France,Male,62,10,12773875,2,1,1,85153,0
8039,15756824,Giordano,613,Germany,Female,50,5,10124298,2,1,0,1249361,0
8040,15773520,Begg,672,France,Female,43,4,9259955,2,1,1,16733678,0
8041,15627439,Pickering,624,Spain,Female,36,10,0,2,0,1,18618042,0
8042,15701439,Fanucci,698,Spain,Female,50,1,0,4,1,0,885669,1
8043,15785352,Chang,606,France,Male,37,6,8237394,1,0,0,1725269,1
8044,15616525,Sopuluchi,720,Spain,Male,31,4,14135647,1,0,0,13798569,0
8045,15717489,Martin,835,France,Male,23,9,0,1,1,0,1979373,1
8046,15795737,McNaughtan,771,Spain,Female,47,3,72664,2,1,1,10787439,0
8047,15693877,Stewart,811,France,Female,47,3,12336534,2,0,0,17199534,0
8048,15576111,Reagan,734,Germany,Male,33,5,12189858,1,1,0,6182989,0
8049,15595713,Heller,548,Spain,Male,33,6,0,1,1,1,3172835,0
8050,15808868,Nwokeocha,652,France,Female,31,3,10369697,3,0,0,15522105,1
8051,15708193,Liu,707,France,Male,33,2,0,2,0,0,13086695,0
8052,15697801,Sokolova,605,Germany,Female,56,1,7412918,2,1,1,6219978,1
8053,15770121,Bancroft,623,France,Female,34,9,0,1,1,0,2425521,0
8054,15800524,Nnanna,686,Germany,Male,29,3,18537902,1,1,0,6467907,0
8055,15686236,Trevisani,525,Germany,Female,47,1,11808768,1,1,0,8812078,1
8056,15659807,Nwachinemelu,657,Spain,Male,41,8,10940213,1,1,1,6646362,0
8057,15736078,Ting,730,Germany,Female,33,7,13036787,1,1,0,151421,1
8058,15620836,Lo Duca,816,Germany,Female,34,2,10841087,2,1,0,10290891,0
8059,15698184,Marshall,484,France,Female,50,2,9040816,2,0,0,4817057,0
8060,15717643,Band,728,France,Female,34,6,9042515,2,1,1,1159769,0
8061,15776596,Ferri,730,Spain,Female,39,6,14009459,1,1,0,17245004,1
8062,15814757,Carter,477,Spain,Male,31,9,0,2,0,1,18406117,0
8063,15812607,Wilson,663,Germany,Female,46,6,954394,1,1,1,2103858,1
8064,15663888,Connor,549,Germany,Male,34,6,2040174,2,1,0,10953835,0
8065,15748882,Reid,714,Spain,Male,29,9,0,2,1,0,12919255,0
8066,15690829,Sandefur,430,Germany,Male,49,3,13711516,1,1,0,14651686,1
8067,15695819,Bidwill,504,Germany,Male,43,5,13474019,2,1,0,18143091,0
8068,15696834,Cone,530,France,Female,29,5,0,2,0,0,12145121,0
8069,15797710,Saunders,619,Germany,Male,29,4,9895587,1,0,1,13171251,0
8070,15700654,Liardet,617,Germany,Male,44,9,4915709,2,1,0,5329417,0
8071,15583764,Wilkes,791,Germany,Male,31,1,13024033,1,0,0,9654655,0
8072,15688849,Martin,609,France,Male,48,1,10801927,3,1,1,18452465,1
8073,15661473,Boni,780,Germany,Male,51,4,12672525,1,1,0,19525931,1
8074,15601030,Patel,777,Germany,Female,34,5,9669366,1,1,1,17261852,0
8075,15789557,Howell-Price,817,Germany,Female,27,7,1298106,1,1,1,5925944,0
8076,15745250,Simpson,850,France,Male,58,8,15665213,1,0,0,2589921,1
8077,15590349,Rowland,732,France,Female,36,9,0,1,0,0,3749,1
8078,15741693,Barnard,693,France,Male,40,4,13066196,1,1,1,10191896,0
8079,15618446,Nnonso,576,France,Female,50,8,0,2,1,1,5780262,0
8080,15766552,Rossi,643,France,Male,37,6,0,2,0,0,14245477,0
8081,15668775,Pendred,757,France,Male,47,3,1307471,1,1,0,14382954,0
8082,15757895,Martin,569,Germany,Male,30,6,10662949,1,0,1,4411488,0
8083,15774551,K?,772,Spain,Male,36,3,11202983,1,1,1,18694835,0
8084,15684011,Miller,576,Germany,Male,29,7,13057526,1,0,1,17362978,0
8085,15736146,Afamefula,608,Germany,Male,28,4,9667971,1,1,1,4913345,0
8086,15656286,Sims,794,France,Male,33,0,0,2,0,0,17812271,0
8087,15774847,Knight,593,France,Male,50,6,17174069,1,0,0,2089361,0
8088,15619340,Obijiaku,597,Spain,Male,38,1,0,2,1,0,4130329,0
8089,15815656,Hopkins,541,Germany,Female,39,9,10011667,1,1,1,1998081,1
8090,15623357,Onio,692,Germany,Male,24,2,12059693,1,0,1,18049053,0
8091,15601324,Black,697,France,Female,48,1,0,2,1,1,8740053,0
8092,15715510,Eluemuno,768,France,Male,29,2,9598469,2,1,1,7368675,0
8093,15663770,Doyle,802,France,Male,38,1,14255711,1,1,1,17249773,0
8094,15779267,Onyemere,584,France,Male,47,5,0,2,1,0,8928629,0
8095,15597957,Rahman,614,Spain,Male,66,2,0,2,0,1,1800827,0
8096,15584620,Su,850,Germany,Female,36,6,14364416,1,1,0,2210225,1
8097,15750772,Walker,671,France,Female,38,6,13212972,1,0,1,7606895,0
8098,15706557,Ferguson,626,France,Female,52,0,0,2,1,0,3215946,1
8099,15594391,Samaniego,770,France,Female,68,2,18355524,1,0,0,15955728,1
8100,15661656,Onwumelu,633,France,Male,38,2,9190256,2,1,1,10767335,0
8101,15631217,Young,663,France,Male,40,6,15621819,1,0,1,3360772,0
8102,15588955,Mazzi,581,Germany,Female,43,5,9325957,3,1,0,14103565,1
8103,15758252,Toscano,561,Germany,Female,45,2,16808538,2,0,1,11571908,0
8104,15740223,Walton,479,Germany,Male,51,1,10771474,3,1,0,8612821,1
8105,15805413,Chiang,769,France,Female,31,6,11785226,2,1,0,14766864,0
8106,15635116,Burgos,659,Spain,Male,60,2,0,1,1,0,17748045,1
8107,15764892,Spinelli,590,Spain,Female,51,10,8447462,2,1,1,19093709,0
8108,15795936,Lung,560,France,Male,50,3,0,2,1,0,8453179,0
8109,15655232,Noble,437,Germany,Male,35,6,12680334,2,1,1,1611334,0
8110,15640133,Pai,661,France,Female,34,0,0,2,1,0,18555563,0
8111,15751524,Chigozie,677,Germany,Female,36,10,6880684,1,1,0,3307524,0
8112,15670552,Peavy,560,France,Female,31,3,11514118,1,1,0,3980675,0
8113,15623966,Yermakov,578,France,Female,35,2,0,2,0,1,2638992,0
8114,15752193,Burton,421,Spain,Male,34,6,9072336,1,1,1,1216276,0
8115,15607269,Costa,492,Germany,Female,49,2,15124945,2,1,1,16723794,0
8116,15700752,Pugliesi,545,France,Female,32,6,0,2,1,1,5206737,0
8117,15777901,Lindell,640,Germany,Female,43,9,9475249,1,1,0,18400636,1
8118,15639117,Sorenson,624,Spain,Female,34,6,0,1,1,0,58259,1
8119,15720203,Arcuri,577,Spain,Male,28,7,0,1,1,0,14327441,0
8120,15586236,Banks,704,France,Male,31,5,13208466,3,1,1,5447448,1
8121,15676645,Parry,523,France,Male,45,5,0,2,1,1,1214282,0
8122,15715988,Cockett,793,France,Male,35,2,0,2,1,1,7970412,0
8123,15603749,Galkina,564,France,Female,53,2,4547228,1,1,1,4105571,1
8124,15608956,Su,711,France,Male,33,1,0,1,0,0,415904,0
8125,15733872,Marino,791,Germany,Female,33,10,13022971,2,0,0,5401993,1
8126,15666982,Spears,629,Germany,Female,38,9,12394885,1,1,0,7605307,0
8127,15602647,Cunningham,729,Germany,Male,39,6,12741585,1,1,1,1849772,1
8128,15623063,Taylor,651,Germany,Male,35,8,11006771,1,1,0,12767895,1
8129,15682928,Chiazagomekpere,695,Spain,Male,39,4,655212,1,1,1,124397,0
8130,15729246,Hardacre,847,Spain,Male,31,5,0,2,1,1,7632667,0
8131,15588928,Maslow,704,France,Male,47,5,0,2,1,1,14533861,0
8132,15803352,Scott,613,Germany,Male,33,3,15573642,2,1,1,5775121,0
8133,15607485,Wakelin,692,Spain,Female,29,4,0,2,0,0,13888024,0
8134,15656249,Esposito,720,France,Female,34,3,11830757,2,1,1,13612029,0
8135,15761783,Shah,577,France,Male,41,6,0,1,1,1,16762118,0
8136,15716605,Chukwufumnanya,710,Germany,Female,24,7,10309917,2,1,0,17327662,0
8137,15757425,Fleming,716,France,Female,38,1,0,2,1,1,9966146,0
8138,15603096,Lori,410,France,Male,33,6,12578969,1,0,0,6633356,1
8139,15588580,Kennedy,584,Germany,Female,36,4,10964683,1,1,1,7024079,0
8140,15770539,Walters,792,France,Male,30,1,12718786,1,1,1,11355342,0
8141,15572022,Han,605,France,Female,36,6,0,1,0,1,69084,0
8142,15571843,Lawrence,486,Spain,Male,24,1,0,1,1,0,9880276,0
8143,15752502,Cooke,615,France,Male,41,4,13038582,1,0,1,13066195,0
8144,15609058,Wan,676,France,Male,23,1,10778747,1,0,1,11637882,0
8145,15775108,Lo Duca,571,France,Male,34,1,9932504,2,0,1,18605215,0
8146,15708904,Yermakova,850,France,Female,37,9,0,1,0,0,10010106,0
8147,15600086,Combs,717,France,Male,48,7,12376495,1,1,1,16995282,0
8148,15814675,Chien,642,Germany,Female,39,8,12826403,1,1,0,6179276,1
8149,15572777,Meng,780,Spain,Male,47,7,8600621,1,1,1,3797313,0
8150,15585106,Calabresi,492,Germany,Female,38,8,5706843,2,1,0,18897481,0
8151,15738936,Stevenson,760,Germany,Male,29,5,10360724,2,0,1,8633464,0
8152,15750970,Davidson,500,Spain,Male,40,1,9900424,1,1,1,15284599,0
8153,15725772,Ch'in,654,Spain,Female,36,2,0,2,1,1,14665211,0
8154,15692106,Rose,606,Spain,Female,25,3,14738672,3,1,0,4548204,1
8155,15791533,Ch'ien,367,Spain,Male,42,6,9360828,1,1,0,16881673,1
8156,15715715,Artyomova,799,Spain,Male,38,2,0,2,1,1,5929734,0
8157,15785576,Mayrhofer,434,Germany,Male,71,9,11949687,1,1,0,12584888,0
8158,15798834,Yefremov,719,Spain,Female,32,7,0,1,0,0,7626427,0
8159,15744127,Kosovich,641,France,Female,37,2,0,2,1,0,393987,0
8160,15637427,Lu,461,Spain,Female,25,6,0,2,1,1,1530629,0
8161,15576990,Taplin,790,Germany,Female,25,5,15288577,1,1,0,5821479,0
8162,15615352,Ebelechukwu,588,France,Male,31,4,9960737,2,0,1,3587703,0
8163,15647333,Fleming,621,France,Male,27,4,13700368,1,1,0,2125406,0
8164,15572050,Yefimov,768,Germany,Male,48,3,12283158,1,1,1,2453389,1
8165,15581370,Andreyeva,681,Spain,Male,38,2,9981144,2,1,0,235315,0
8166,15813503,Pickering,606,Spain,Male,37,8,15471258,2,1,0,8909918,0
8167,15769783,Allan,542,Spain,Male,37,8,0,1,1,1,80706,0
8168,15793135,Wang,713,Germany,Female,24,7,14768724,1,1,1,1215925,0
8169,15599182,Reynolds,597,Spain,Female,33,2,0,2,1,1,470066,0
8170,15689517,Hales,635,France,Male,27,3,12700983,1,1,0,16190995,0
8171,15641366,Y?an,599,Germany,Male,61,1,12473796,1,0,1,9038961,1
8172,15588859,Rowley,496,Spain,Female,44,0,17935628,2,1,0,291921,1
8173,15732293,Chia,759,Spain,Male,31,8,0,2,1,1,9908674,0
8174,15568032,Moore,757,Germany,Male,31,1,12732036,3,1,0,16317032,0
8175,15623525,Copeland,564,Spain,Male,31,0,12517558,1,1,1,7275733,0
8176,15606601,Rishel,561,France,Female,22,6,18678896,2,1,0,732868,0
8177,15800811,Wan,702,France,Male,40,3,14855674,1,0,1,14605629,0
8178,15610711,Eluemuno,678,Germany,Female,40,8,12864446,1,0,0,16767337,0
8179,15809654,Hsia,707,France,Female,46,7,12747673,2,1,1,14601155,0
8180,15576077,Kelly,610,France,Female,27,9,15956193,1,0,1,10338147,0
8181,15643378,Muir,744,France,Male,42,1,11241992,1,1,1,8302292,0
8182,15566790,McIntyre,598,France,Male,28,8,12999176,2,0,1,4604108,0
8183,15774402,Donaldson,562,Spain,Male,36,5,0,1,0,1,18284324,0
8184,15694641,Wright,621,Spain,Female,59,2,0,2,1,1,17136418,0
8185,15605916,Uvarova,659,France,Female,50,3,0,1,1,0,18339912,1
8186,15812356,Doherty,722,Germany,Female,40,6,8917506,2,0,1,15288395,0
8187,15644179,Allen,606,France,Female,39,3,0,2,1,0,5056045,1
8188,15771674,Ma,603,Spain,Female,39,5,16239052,2,1,0,5470266,0
8189,15623314,Tucker,506,Germany,Female,59,3,19035308,1,1,0,7836575,0
8190,15613292,Ch'eng,715,France,Male,21,8,0,2,1,0,6866663,0
